airline_sentiment,airline_sentiment_confidence,negativereason,airline,name,text,tweet_created,tweet_location,user_timezone
negative,1.0,Customer Service Issue,US Airways,jetland,@USAirways. On phone hold for 30+ mins trying to speak to an agent. Can't change reservation online. Sigh. #badcustomerexperience,2015-02-19 09:11:52-08:00,Twittersphere,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,bambiweavil,"@USAirways I've been on a music hold for over a hour trying to get my AAdvantage membership merged, can someone please call me ASAP?",2015-02-19 09:10:42-08:00,"New York, NY | Brooklyn",Eastern Time (US & Canada)
neutral,0.6808,,US Airways,kim_blake,@USAirways flight was full.  1 open middle seat.  Did not want to sit there.  What is your policy?,2015-02-19 09:05:20-08:00,Tacoma Washington,Pacific Time (US & Canada)
negative,1.0,Flight Booking Problems,US Airways,ScottPaterno,@USAirways How about moving my seats to where I bought them 4 months ago? This happens far too often...,2015-02-19 08:56:47-08:00,Central Pennsylvania,Atlantic Time (Canada)
negative,1.0,Bad Flight,US Airways,theheathmcnasty,@usairways if you could change your name to @southwestair and do what they do...that'd be awesome. Also this plane smells like onion rings.,2015-02-19 08:56:21-08:00,Jawjah,Eastern Time (US & Canada)
positive,1.0,,US Airways,JosephPMathews,@USAirways #tbt every day.,2015-02-19 08:47:36-08:00,San Francisco,Pacific Time (US & Canada)
neutral,1.0,,US Airways,idreamsilvia,@USAirways @CakeNDeath Question is will he and his lady behave...,2015-02-19 08:38:52-08:00,Philadelphia,Eastern Time (US & Canada)
positive,0.6742,,US Airways,DillardJ32,@USAirways thank you for refunding my bag fee.  I look forward to its return today I hope.,2015-02-19 08:30:23-08:00,Anoka MN,Central Time (US & Canada)
negative,1.0,Late Flight,US Airways,CruiseEditor,@USAirways what's happening with 1217 Phl to LAX? Now 3 hr delay. Poor communication!,2015-02-19 08:28:35-08:00,U.S.,Eastern Time (US & Canada)
negative,1.0,Flight Attendant Complaints,US Airways,RodrigoATCG,"@USAirways of course! ""Yeah, travel has gotten harder. Ask other passengers if they will switch"" it's not the fact, it's the attitude!",2015-02-19 08:12:15-08:00,"Boston, MA",Eastern Time (US & Canada)
neutral,0.6853,,US Airways,SheilaShela10,@USAirways skys r sunny air is cold I can't wait to get to #CLT,2015-02-19 08:10:26-08:00, USA,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,VirginiaRmz,"@USAirways yeah , I have been expecting The same for 3 hours",2015-02-19 07:44:40-08:00," Mexico, D.F.",Central Time (US & Canada)
negative,0.6508,Late Flight,US Airways,VirginiaRmz,@USAirways 502 M-phx Im still on The plane waiting And waiting,2015-02-19 07:30:11-08:00," Mexico, D.F.",Central Time (US & Canada)
negative,0.6854,Late Flight,US Airways,dantedidWHAT,@USAirways our hold up now is the captain that was Late Flight...his bag doesn't fit.,2015-02-19 07:13:53-08:00,757,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,Heartliss,@USAirways that's it?!?!?,2015-02-19 06:56:20-08:00,Here. There. Everywhere. ,Quito
negative,1.0,Flight Attendant Complaints,US Airways,Heartliss,@USAirways they had to turn the seat cushions over and clean the area. Please explain this issue?,2015-02-19 06:50:48-08:00,Here. There. Everywhere. ,Quito
negative,1.0,Customer Service Issue,US Airways,Heartliss,"@USAirways My booked seat ended up being the last row which was labeled ""do no occupy"" had to play musical chairs for 30 mins. Unacceptable",2015-02-19 06:49:42-08:00,Here. There. Everywhere. ,Quito
negative,1.0,Customer Service Issue,US Airways,princessjenine,@usairways hey just letting you know you're the worst fucking service I've ever used thanks for nothing,2015-02-19 05:45:13-08:00,wonderland,Atlantic Time (Canada)
neutral,1.0,,US Airways,AntrimLens,"@USAirways Flight US 723 from @DublinAirport to @PHLAirport passing over @LoveLoughNeagh at 20,000 ft this morning. http://t.co/FRd0cAy6DA",2015-02-19 05:31:45-08:00,Loch nEathach Co Aontroim,Dublin
neutral,1.0,,US Airways,NovaCat91,@USAirways OK she is worried that something is wrong with the flight - #1870 - and should she consider flying earlier,2015-02-19 05:16:06-08:00,"40.0587, -75.3659",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,NovaCat91,@USAirways [Part 2 of 2] she tried calling cust serv and the system hung up and her. Twice. Are you having system issues? Please advise.,2015-02-19 05:10:13-08:00,"40.0587, -75.3659",Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,NovaCat91,"@USAirways my wife is trying to check in for a flight tonight out of RSW...website not allowing, saying must go to airport... [Part 1 of 2]",2015-02-19 05:09:19-08:00,"40.0587, -75.3659",Eastern Time (US & Canada)
negative,0.6778,Bad Flight,US Airways,kim_blake,@USAirways I paid for my seat.  I expect to be able to use my full seat,2015-02-19 04:13:11-08:00,Tacoma Washington,Pacific Time (US & Canada)
negative,0.6631,Bad Flight,US Airways,kim_blake,"@USAirways if a passenger is to large to put down the armrest and now is using part of my seat, what is my recourse?  #nothappy",2015-02-19 04:10:50-08:00,Tacoma Washington,Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,ProActivePT,"@USAirways Empty 1st class, Chairman can't move up due 2 silly award travel rule trumping common sense - customer service fail again!",2015-02-19 03:37:30-08:00,New York/N. Carolina,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,LE2BIGDAVE,@USAirways this has been the worst trip with little to no customer service,2015-02-19 01:28:35-08:00,where ever i lay my hat,London
negative,1.0,Customer Service Issue,US Airways,faye_nds,"@USAirways flying from Manchester international to Philadelphia and getting emails about delays, no information about connecting flights..",2015-02-18 22:02:36-08:00,"Merano, Italy ",London
negative,0.6699,Can't Tell,US Airways,KBStrauss,"@USAirways thank you.3860 to cincy.just landed.you should add frequent flyer miles to my account..  a long, incredibly frustrating day",2015-02-18 21:42:46-08:00,New York City,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,ContentFac,"@USAirways Been dealing w/ @americanair to solve the probs your team created. Your Manch, NH staff is clearly your C-team, btw. #NotEvenJV",2015-02-18 21:04:40-08:00,"Pittsburgh, PA",Eastern Time (US & Canada)
positive,0.6802,,US Airways,CaraModisett,@USAirways Will do :),2015-02-18 20:58:09-08:00,"Memphis, Tennessee",Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,jennieeng,@USAirways Unfortunately I doubt that the consistently subpar service will improve with the @AmericanAir merger. #USAirways,2015-02-18 20:53:30-08:00,I'm a 917 girl.,Eastern Time (US & Canada)
positive,0.6472,,US Airways,RuelBass,@USAirways thank you. We filled out a claim and hope to have the bags tomorrow.,2015-02-18 20:26:33-08:00,"ÜT: 41.233943,-74.3966664",Eastern Time (US & Canada)
positive,1.0,,US Airways,dianalovesdave,"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!",2015-02-18 19:58:39-08:00,"Born in NY, living in PA ",Eastern Time (US & Canada)
neutral,0.6421,,US Airways,tmiw,@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.,2015-02-18 19:54:54-08:00,"San Diego, CA",Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,KBStrauss,@USAirways I have run out of patience.. We are sitting in a bus without air in front of plane and there is no communication from anyone40min,2015-02-18 19:49:04-08:00,New York City,Eastern Time (US & Canada)
neutral,1.0,,US Airways,AnnetteNaif,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.” sent,2015-02-18 19:47:31-08:00,New York & Worldwide,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,Hannah01486019,"@USAirways sitting for 30 minutes on the runway at dca, because your gates are full? Early landing, Late Flight flight.",2015-02-18 19:30:45-08:00,"Washington, DC",Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,terryheubert,@USAirways #flight4592 LET US OFF THIS PLANE!!!  please go to a gate.  This is absurd.,2015-02-18 19:26:46-08:00,The District of Columbia,Eastern Time (US & Canada)
neutral,0.6543,,US Airways,bobbyisaacson,@USAirways will I get the full amount credited to my account for US Airways credit?,2015-02-18 19:18:11-08:00,"San Francisco, CA",Pacific Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,DillardJ32,@USAirways @AmericanAir 2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.,2015-02-18 19:17:59-08:00,Anoka MN,Central Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,RuelBass,@USAirways lost our luggage. #yay,2015-02-18 19:15:31-08:00,"ÜT: 41.233943,-74.3966664",Eastern Time (US & Canada)
neutral,1.0,,US Airways,RebeccaHaber,@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?,2015-02-18 19:13:29-08:00,NY/SoCal ,Pacific Time (US & Canada)
neutral,1.0,,US Airways,KBStrauss,@USAirways really!??,2015-02-18 19:03:43-08:00,New York City,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,KBStrauss,@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her,2015-02-18 19:03:20-08:00,New York City,Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,od2be2003,@USAirways no your not!,2015-02-18 18:55:10-08:00,"Dallas, TX",Eastern Time (US & Canada)
positive,1.0,,US Airways,dream_weaver96,@USAirways thank you for fixing my 5 hour delay.,2015-02-18 18:45:42-08:00,Murfreesboro- Memphis  ,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,iamlisa222,@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing,2015-02-18 18:40:15-08:00,Wisconsin,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,iamlisa222,@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8,2015-02-18 18:32:56-08:00,Wisconsin,Central Time (US & Canada)
positive,1.0,,US Airways,MarisaCavanaugh,@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :),2015-02-18 18:25:54-08:00,NYC,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,iamlisa222,@USAirways can you explain why I am on hold over an hour .Other than I'm dumb and should be using a different airline #wth,2015-02-18 18:17:12-08:00,Wisconsin,Central Time (US & Canada)
negative,1.0,Late Flight,US Airways,dream_weaver96,@USAirways delays to the max,2015-02-18 18:06:09-08:00,Murfreesboro- Memphis  ,Central Time (US & Canada)
positive,0.6891,,US Airways,dMORE14,@USAirways on Sunday! Can't wait! See you then,2015-02-18 18:03:47-08:00,chu,Quito
negative,1.0,Customer Service Issue,US Airways,iamlisa222,@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA,2015-02-18 18:02:39-08:00,Wisconsin,Central Time (US & Canada)
neutral,1.0,,US Airways,bobbyisaacson,@USAirways so what is the  difference between Cancelled Flighting and reFlight Booking Problems - will that help me avoid a change fee?,2015-02-18 17:34:38-08:00,"San Francisco, CA",Pacific Time (US & Canada)
positive,1.0,,US Airways,bryanjholmes,@USAirways on time today and from PHL! Nice work! #ThereIsAFirstForEverything,2015-02-18 17:33:19-08:00,"dublin, ohio",Quito
negative,1.0,Cancelled Flight,US Airways,dmorgancu,@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done,2015-02-18 17:28:48-08:00,"Clemson, SC",Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,ximplosionx,"@USAirways Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers.",2015-02-18 17:12:04-08:00,"Redmond, WA",Eastern Time (US & Canada)
negative,1.0,Flight Booking Problems,US Airways,ximplosionx,@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.,2015-02-18 17:11:12-08:00,"Redmond, WA",Eastern Time (US & Canada)
neutral,0.6679,,US Airways,bobbyisaacson,"@USAirways is there nothing that can be done online to help? i bought these as a birthday present, just trying to be able to afford a change",2015-02-18 17:10:06-08:00,"San Francisco, CA",Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,SneakerPimp215,"@USAirways @AmericanAir hey guys, due to some horrible customer service issues is there any way I can get a checked bag credit?",2015-02-18 17:07:40-08:00,Sistine Chapel ,Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,RyanMWatts,@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone,2015-02-18 17:02:53-08:00,Washington DC,Central Time (US & Canada)
negative,1.0,Can't Tell,US Airways,ximplosionx,@USAirways Not a great experience for my first time flying US Airways. Going forward I'll probably be taking my business elsewhere.,2015-02-18 17:01:51-08:00,"Redmond, WA",Eastern Time (US & Canada)
negative,0.6588,Late Flight,US Airways,unicatfan,@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?,2015-02-18 16:52:37-08:00,"ÜT: 41.5333,-93.62944",Central Time (US & Canada)
negative,1.0,Flight Booking Problems,US Airways,ximplosionx,@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double.,2015-02-18 16:50:39-08:00,"Redmond, WA",Eastern Time (US & Canada)
neutral,0.6599,,US Airways,bobbyisaacson,@USAirways I got an email asking me to checkin TMRW for a flight I meant to book for 3/19 - can someone please help! @WallStSlumLord @PKG49,2015-02-18 16:50:16-08:00,"San Francisco, CA",Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,StefThinks,"@USAirways what's going on? I've been hearing a not-friendly 'Please wait' on repeat while I'm on hold, being transferred to idk where...",2015-02-18 16:49:32-08:00,Here,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,ximplosionx,@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.,2015-02-18 16:40:17-08:00,"Redmond, WA",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,od2be2003,@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.,2015-02-18 16:15:48-08:00,"Dallas, TX",Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,od2be2003,@USAirways you run a piece of shit airline!!  Thanks for ruining AA,2015-02-18 16:08:14-08:00,"Dallas, TX",Eastern Time (US & Canada)
negative,0.6669,Customer Service Issue,US Airways,AnnetteNaif,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?,2015-02-18 16:06:48-08:00,New York & Worldwide,Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,thefisch26,"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?",2015-02-18 15:51:37-08:00,"Washington, DC",Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,shammywhits,@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.,2015-02-18 15:44:03-08:00,"Syracuse, New York",Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,ERnurseMatt,@USAirways we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool,2015-02-18 15:07:36-08:00,"Kansas, USA",Central Time (US & Canada)
negative,1.0,Can't Tell,US Airways,MarciaVeronicaa,@USAirways just lost a faithful customer.,2015-02-18 14:39:46-08:00,Connecticut/Vegas,Pacific Time (US & Canada)
positive,1.0,,US Airways,pocketsizemando,@USAirways Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything,2015-02-18 14:28:47-08:00,"Fort Worth, TX",Central Time (US & Canada)
negative,1.0,Late Flight,US Airways,Scscottish,"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v",2015-02-18 14:28:38-08:00,Proud to say I'm from Dundee,Atlantic Time (Canada)
positive,0.7049,,US Airways,davegoldfarb,@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far,2015-02-18 14:13:45-08:00,"Delray Beach, FL",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,od2be2003,@USAirways your app sucks balls compared to @AmericanAir,2015-02-18 14:10:48-08:00,"Dallas, TX",Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,The_Big_Guy27,@USAirways #USAirways So my flight was Late Flight getting into charlotte so i miss my connector to Phoenix thanks again last time I EVER FLY USAIR,2015-02-18 14:08:07-08:00,US,Eastern Time (US & Canada)
neutral,0.6499,,US Airways,dsearls,"@USAirways Thanks. Suggestion: stop the promo messages after a bit and just run music &amp; a msg that says ""call volume is high."" #vrm",2015-02-18 14:06:35-08:00,"SBA, BOS, JFK, EWR, SFO, LHR",Pacific Time (US & Canada)
negative,1.0,Flight Attendant Complaints,US Airways,od2be2003,"@USAirways ""admirals club"" at CLT has rude, and ignorant front desk staff...@AmericanAir you have fallen so far...THANKS DOUG PARKER!!!",2015-02-18 13:57:22-08:00,"Dallas, TX",Eastern Time (US & Canada)
negative,1.0,Flight Booking Problems,US Airways,I_Am_ErikaG,@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.,2015-02-18 13:53:18-08:00,"On my phone, USA",Mountain Time (US & Canada)
neutral,0.6643,,US Airways,Hayleyville,@USAirways Looking forward to some friends and family time in Arizona.,2015-02-18 13:43:26-08:00,DC,Quito
positive,1.0,,US Airways,GabeFerris,@USAirways @AmericanAir First Class all the way!!💺✈️ Headed to @portlandjetport http://t.co/kDMq0jps02,2015-02-18 13:41:31-08:00,#Supergabe - Central Maine,Eastern Time (US & Canada)
negative,0.6344,Can't Tell,US Airways,TroyTrudel,"@USAirways us2118
My wife in Boston says no snow right now.",2015-02-18 13:36:13-08:00,"ÜT: 42.798909,-71.542817",Central Time (US & Canada)
positive,0.6495,,US Airways,ALHphoto,@USAirways your pple did a great job w the madness however some of your systems need help. I appreciate the hard work &amp; the push to b better,2015-02-18 13:33:00-08:00,"Raleigh,NC",Atlantic Time (Canada)
positive,0.6705,,US Airways,Jeffrey_Hurley,@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd,2015-02-18 13:30:44-08:00,"Winston Salem, NC",Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,TroyTrudel,@USAirways @FAANews how can I be stuck on a plane due to snow in Boston when it's not actually snowing in Boston?  Usair flight 2218 #US2218,2015-02-18 13:25:51-08:00,"ÜT: 42.798909,-71.542817",Central Time (US & Canada)
positive,1.0,,US Airways,hotcakes_33,@USAirways thanks.,2015-02-18 13:19:23-08:00,"Charlotte, NC",Eastern Time (US & Canada)
positive,1.0,,US Airways,CSquieri,@USAirways thanks to Betty working gate at ILM and lovely gate agents here in CLT helping me get home 2 Phx tonight instead of tomorrow,2015-02-18 13:11:50-08:00,"Mesa, AZ
",Arizona
neutral,1.0,,US Airways,hotcakes_33,@USAirways I have a flight in Saturday from MCI to CLT and there's heavy snow predicted in MCI. When will u allow for changes?,2015-02-18 13:11:08-08:00,"Charlotte, NC",Eastern Time (US & Canada)
negative,1.0,Damaged Luggage,US Airways,TotalRugby,@USAirways @DRVRugby  team is back home but luggage all wet and partly damaged - Not happy! #blizzard,2015-02-18 13:01:48-08:00,The Rugby Universe ,Berlin
positive,1.0,,US Airways,shhashhank,@USAirways surprisingly quick response time by you and them. Thanks!,2015-02-18 12:59:33-08:00,"Boston, MA | San Jose, CA",Arizona
negative,1.0,Customer Service Issue,US Airways,Kizzinator,@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease,2015-02-18 12:24:34-08:00,Boston,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,JuliaSayers,@USAirways Can't get ahold of anyone to speak to about missing miles. It's been over a month since travel &amp; I've submitted twice online,2015-02-18 12:20:02-08:00,"Birmingham, AL
",Quito
negative,1.0,Late Flight,US Airways,tayyp_,"@USAirways I been sitting on this plane for 40 minutes, and they are saying another 15 minutes something about paper work. This sucks !!",2015-02-18 12:15:16-08:00,Made in China,Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,DanielaRisa,@USAirways is there gonna be a better day to call? I've called on 3 separate occasions the past couple of weeks and never get to a person.,2015-02-18 12:14:18-08:00,"Chicago, IL",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,Kurt_Wirth,"@USAirways Doubt it. Gate 35x is a cluster, and every agent encounter I saw (including one with me) was outright rude. Just very put off.",2015-02-18 12:05:28-08:00,"ÜT: 43.182918,-77.651224",Eastern Time (US & Canada)
negative,0.6482,Lost Luggage,US Airways,garyatsga,@USAirways: I experienced what defines customer service on #FLT1999. A flight attendant willing to follow up with a passenger on bag charges,2015-02-18 11:57:51-08:00,"Dallas, TX",Central Time (US & Canada)
negative,1.0,Can't Tell,US Airways,raisethebarn,@USAirways that wasn’t my Q but thanks. Wondering why you’re the only ones. I disguised yours to not call you out. ;) http://t.co/uH6UwuOSC0,2015-02-18 11:51:54-08:00,"Franklin, TN",Central Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,thesherylralph,@USAirways turns into @AmericanAir with such difficulty to past loyal customer. As a AA platinum flyer usair couldn't be more unhelpful. Why,2015-02-18 11:50:14-08:00,Right where I should be!,Pacific Time (US & Canada)
negative,1.0,Late Flight,US Airways,willary,"@USAirways nope, done. Was supposed to get home at 9pm and didn't get home until midnight. #NeverAgain",2015-02-18 11:43:37-08:00,"Washington, D.C.",Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,BionicSocialite,@USAirways a $100 @Samsonite - totaled. Not happy. Not at all.,2015-02-18 11:22:20-08:00,"Fort Wayne, IN",Indiana (East)
positive,0.6556,,US Airways,AndrwM,.@USAirways thanks!,2015-02-18 11:05:45-08:00,"Greenville, SC",Eastern Time (US & Canada)
positive,1.0,,US Airways,CaraModisett,@USAirways she also appreciated having her very own hashtag! :) #lucycat,2015-02-18 10:55:03-08:00,"Memphis, Tennessee",Central Time (US & Canada)
negative,1.0,Late Flight,US Airways,travelersally,@scm1133 @USAirways we hate delays!! have you tried any of these?! http://t.co/7STktJXAN1 (although we're not sure what a timbit is...),2015-02-18 10:48:17-08:00,Atlanta,Eastern Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,The_Big_Guy27,@USAirways Big fail on not having curbside baggage in Pittsburgh and you charge 30 dollars a bag!!,2015-02-18 10:42:27-08:00,US,Eastern Time (US & Canada)
neutral,0.6516,,US Airways,natedunn,"@USAirways Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?",2015-02-18 10:38:06-08:00,"Phoenix, AZ",Pacific Time (US & Canada)
negative,0.6511,Lost Luggage,US Airways,seungminkim,"@USAirways I hope so, too. Thank you for your help. She traveled halfway across the globe and just wants her suitcase.",2015-02-18 10:36:37-08:00,"Washington, D.C.",Quito
negative,0.6576,Flight Booking Problems,US Airways,alvarez16,"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?",2015-02-18 10:35:27-08:00,USA,Eastern Time (US & Canada)
positive,1.0,,US Airways,Logunov_Daniil,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,2015-02-18 10:35:11-08:00,"Russia, Россия",Abu Dhabi
negative,0.6677,Customer Service Issue,US Airways,cheerldrguy,"@usairways That is appreciated.  However, the system tells you call back Late Flightr then ends the call.  No need to reply, thanks.",2015-02-18 10:18:48-08:00,"Palm Springs, CA",Pacific Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,seungminkim,@USAirways I tried that before using Twitter. Also gave me no helpful information. Thank you anyway,2015-02-18 10:17:28-08:00,"Washington, D.C.",Quito
negative,1.0,Customer Service Issue,US Airways,drinkie,"@usairways I am sure you are sincere in your apology, its disappointing from a customer perspective when you want loyal customers #options",2015-02-18 10:14:47-08:00,Delaware,Eastern Time (US & Canada)
negative,1.0,Bad Flight,US Airways,Carlito_Sway,@USAirways they said because there was no meal on my flight they would not - what airline serves food anymore? Update in policy?,2015-02-18 09:51:37-08:00,"Miami,Fl",Central Time (US & Canada)
negative,0.634,Customer Service Issue,US Airways,cheerldrguy,@USAirways must be nice to take your customer service phone off the hook! #fendforyourself,2015-02-18 09:49:18-08:00,"Palm Springs, CA",Pacific Time (US & Canada)
negative,1.0,Lost Luggage,US Airways,seungminkim,"@USAirways that link is broken. But if it's the online baggage locator, I already tried it and it gave me no useful information.",2015-02-18 09:48:20-08:00,"Washington, D.C.",Quito
negative,1.0,Late Flight,US Airways,Carlito_Sway,@USAirways stranded in Philly- #Starving and can't get a meal voucher even though your plane had mechanical issue /  next flight in 10 hrs,2015-02-18 09:38:20-08:00,"Miami,Fl",Central Time (US & Canada)
positive,1.0,,US Airways,CateItaliano,@USAirways thanks for seating me next to 2 hot athletes. This flight is significantly better now!,2015-02-18 09:13:03-08:00,Wonderland,Central Time (US & Canada)
positive,1.0,,US Airways,kimlipp,@USAirways Thank you!!! On our way to get her bag now - thanks to having that number 😊,2015-02-18 09:06:20-08:00,"Fernandina Beach, FL",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,djxsv,@USAirways this is crazy. Haven't spoken to a human yet. There has to be a better way. http://t.co/mEOAlCIPdD,2015-02-18 08:27:52-08:00,"Charlottesville, VA.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,djxsv,@USAirways Why not have an option for a call back? I'm just sitting here burning through my minutes waiting for an error to be fixed.,2015-02-18 08:16:12-08:00,"Charlottesville, VA.",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,_JoeChuck,@USAirways 2 days and 2 hours on hold the other day. Charge me double for flights and can't even fix it. Worst service I've ever had,2015-02-18 08:15:35-08:00,CT to Queens ,Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,suzanneboles,"@USAirways Also, we are in family crisis &amp; you charge full price for all these flights, PLUS $200 2 change flights, even for emergencies.",2015-02-18 08:10:19-08:00,"London, ON'",Eastern Time (US & Canada)
negative,1.0,Customer Service Issue,US Airways,suzanneboles,@USAirways Thank you. But it is sad that she couldn't talk 2 a REAL person &amp; kept getting disconnected by an automated msg.,2015-02-18 08:08:33-08:00,"London, ON'",Eastern Time (US & Canada)
negative,0.6652,Can't Tell,US Airways,mark7579,"@USAirways new tag line ""but we got you there alive!""",2015-02-18 08:06:08-08:00,"Richmond, Virginia",Lima
negative,1.0,Customer Service Issue,US Airways,_JoeChuck,@USAirways 2 days in a row I call and still can't get anyone on the phone. Do you actually have any employees?,2015-02-18 08:04:33-08:00,CT to Queens ,Eastern Time (US & Canada)
negative,1.0,Can't Tell,US Airways,mark7579,@USAirways Does your company see passengers as customers or just $$$?,2015-02-18 07:59:57-08:00,"Richmond, Virginia",Lima
negative,0.6819,Lost Luggage,US Airways,kimlipp,"@USAirways So we got her home, now we just need her bag. Is there a direct desk number for Savannah?",2015-02-18 07:53:51-08:00,"Fernandina Beach, FL",Eastern Time (US & Canada)
negative,1.0,Late Flight,US Airways,TabersAmerica,"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day.",2015-02-18 07:44:58-08:00,"Philadelphia, PA",Eastern Time (US & Canada)
positive,0.6554,,US Airways,Shrubbette,@USAirways thanks :),2015-02-18 07:41:17-08:00,"Melbourne, Australia",Adelaide
neutral,1.0,,US Airways,Shrubbette,"@USAirways through, can you confirm that I haven't been charged?",2015-02-18 07:32:01-08:00,"Melbourne, Australia",Adelaide
negative,1.0,Flight Booking Problems,US Airways,Shrubbette,"@USAirways Hey! I booked a flight (Isabelle Gramp, Boston to LAX), and it said that it charged my credit card but the transaction didn't go",2015-02-18 07:31:49-08:00,"Melbourne, Australia",Adelaide
